Company Name,Address,City,State,ZIP Code,Primary SIC Code,Primary SIC Description
Checkers Drive-In Restaurant,4030 E 8 Mile Rd,Detroit,MI,48234,581208,Restaurants
Checkers Drive-In Restaurant,4664 Woodward Ave,Detroit,MI,48201,581208,Restaurants
Checkers Drive-In Restaurant,6060 W Vernor Hwy,Detroit,MI,48209,581208,Restaurants
Checkers Drive-In Restaurant,9515 Michigan Ave,Detroit,MI,48210,581208,Restaurants
Chick-Fil-A,2562 Worldgateway Pl,Detroit,MI,48242,581208,Restaurants
Chick-Fil-A,3990 John R St,Detroit,MI,48201,581208,Restaurants
Chicken Shack Restaurant,14630 Mack Ave,Detroit,MI,48215,581208,Restaurants
Chili's Grill & Bar,5707 Southfield Fwy,Detroit,MI,48228,581208,Restaurants
Chungs Chinese Carry Out,12518 Kelly Rd,Detroit,MI,48224,581206,Foods-Carry Out
Church's Chicken,11501 Woodward Ave,Detroit,MI,48202,581208,Restaurants
Church's Chicken,11965 E Warren Ave,Detroit,MI,48214,581208,Restaurants
Church's Chicken,13531 Fenkell St,Detroit,MI,48227,581208,Restaurants
Church's Chicken,14260 Gratiot Ave,Detroit,MI,48205,581208,Restaurants
Church's Chicken,15525 W Chicago St,Detroit,MI,48228,581208,Restaurants
Church's Chicken,16100 Livernois Ave,Detroit,MI,48221,581208,Restaurants
Church's Chicken,18138 W 7 Mile Rd,Detroit,MI,48219,581208,Restaurants
Church's Chicken,19741 W Mcnichols Rd,Detroit,MI,48219,581208,Restaurants
Church's Chicken,2928 E 7 Mile Rd,Detroit,MI,48234,581208,Restaurants
Church's Chicken,6931 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants
Church's Chicken,7060 Michigan Ave,Detroit,MI,48210,581208,Restaurants
Church's Chicken,9137 Grand River Ave,Detroit,MI,48204,581208,Restaurants
Cottage Inn Pizza,107 Monroe St,Detroit,MI,48226,581222,Pizza
Crab House,19721 W 7 Mile Rd,Detroit,MI,48219,581208,Restaurants
Dairy Queen,24671 Grand River Ave,Detroit,MI,48219,581203,Ice Cream Parlors
Dairy Queen,6677 Michigan Ave,Detroit,MI,48210,581203,Ice Cream Parlors
Dairy Queen,9151 Wyoming St,Detroit,MI,48204,581203,Ice Cream Parlors
Dan & Vi's Pizza,5951 Chene St,Detroit,MI,48211,581222,Pizza
Detroit Soul Food Restaurant,2900 E 8 Mile Rd,Detroit,MI,48234,581208,Restaurants
Domino's,10425 Bonita St,Detroit,MI,48224,581222,Pizza
Domino's,10437 W Mcnichols Rd,Detroit,MI,48221,581222,Pizza
Domino's,13250 Gratiot Ave,Detroit,MI,48205,581222,Pizza
Domino's,16005 W Mcnichols Rd,Detroit,MI,48235,581222,Pizza
Domino's,1636 E 8 Mile Rd,Detroit,MI,48203,581222,Pizza
Domino's,17140 E Warren Ave,Detroit,MI,48224,581222,Pizza
Domino's,535 Griswold St # 101,Detroit,MI,48226,581222,Pizza
Domino's,5564 Woodward Ave,Detroit,MI,48202,581222,Pizza
Domino's,7603 W Vernor Hwy,Detroit,MI,48209,581222,Pizza
Einstein Bros Bagels,695 Williams Mall,Detroit,MI,48202,546101,Bagels
Fair Star Inn,16209 E Warren Ave,Detroit,MI,48224,581208,Restaurants
Fish & Chicken Subs,13465 Schaefer Hwy,Detroit,MI,48227,581208,Restaurants
Fish Station,2640 S Fort St,Detroit,MI,48217,581206,Foods-Carry Out
Five Guys,508 Monroe St,Detroit,MI,48226,581208,Restaurants
Giordano's,1224 Randolph St,Detroit,MI,48226,581208,Restaurants
Granite City Food & Brewery,100 Renaissance Ctr # 1101,Detroit,MI,48243,581208,Restaurants
Gregg's Pizza & Bar-B-Que,17160 Livernois Ave,Detroit,MI,48221,581222,Pizza
Happy's Pizza,15128 Plymouth Rd,Detroit,MI,48227,581208,Restaurants
Hard Rock Cafe,45 Monroe St,Detroit,MI,48226,581208,Restaurants
House Of Bbq Inc,16619 E Warren Ave,Detroit,MI,48224,581224,Barbecue Restaurant
Hungry Howie's Pizza,4201 Saint Antoine St,Detroit,MI,48201,581222,Pizza
IHOP Restaurant,147 E Grand Blvd,Detroit,MI,48207,581208,Restaurants
IHOP Restaurant,2701 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants
IHOP Restaurant,333 E Jefferson Ave,Detroit,MI,48226,581208,Restaurants
Jet's Pizza,15235 E 7 Mile Rd,Detroit,MI,48205,581222,Pizza
Jet's Pizza,3420 E Jefferson Ave,Detroit,MI,48207,581222,Pizza
Jet's Pizza,4718 Anthony Wayne Dr,Detroit,MI,48201,581222,Pizza
Jimmy John's,5118 Anthony Wayne Dr,Detroit,MI,48202,581208,Restaurants
Jimmy John's,615 Griswold St # 1,Detroit,MI,48226,581208,Restaurants
Jimmy John's,95 Monroe St,Detroit,MI,48226,581208,Restaurants
KFC,13546 W Mcnichols Rd,Detroit,MI,48235,581208,Restaurants
KFC,14201 W 7 Mile Rd,Detroit,MI,48235,581208,Restaurants
KFC,15700 E 8 Mile Rd,Detroit,MI,48205,581208,Restaurants
KFC,17750 Fenkell St,Detroit,MI,48227,581208,Restaurants
KFC,22345 Grand River Ave,Detroit,MI,48219,581208,Restaurants
KFC,2600 E 8 Mile Rd,Detroit,MI,48234,581208,Restaurants
KFC,2601 W Davison,Detroit,MI,48238,581208,Restaurants
KFC,2716 W Grand Blvd,Detroit,MI,48208,581208,Restaurants
KFC,3785 Gratiot Ave,Detroit,MI,48207,581208,Restaurants
KFC,8939 W 7 Mile Rd,Detroit,MI,48221,581208,Restaurants
KFC,9041 Chalmers St,Detroit,MI,48213,581208,Restaurants
KFC,9848 Livernois Ave,Detroit,MI,48204,581208,Restaurants
Krispy Krunchy Chicken,10736 E Jefferson Ave,Detroit,MI,48214,581208,Restaurants
Krispy Krunchy Chicken,1404 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants
Krispy Krunchy Chicken,15603 Grand River Ave,Detroit,MI,48227,581208,Restaurants
Krispy Krunchy Chicken,17017 Harper Ave,Detroit,MI,48224,581208,Restaurants
Krispy Krunchy Chicken,18149 W Mcnichols Rd,Detroit,MI,48219,581208,Restaurants
Krispy Krunchy Chicken,20000 Joy Rd,Detroit,MI,48228,581208,Restaurants
Krispy Krunchy Chicken,3643 Gratiot Ave,Detroit,MI,48207,581208,Restaurants
Krispy Krunchy Chicken,4100 E 8 Mile Rd,Detroit,MI,48234,581208,Restaurants
Krispy Krunchy Chicken,579 Monroe St,Detroit,MI,48226,581208,Restaurants
Krispy Krunchy Chicken,7255 E Jefferson Ave,Detroit,MI,48214,581208,Restaurants
LA Tropicana Market,8710 W Vernor Hwy,Detroit,MI,48209,581208,Restaurants
Leo's Coney Island,2566 Worldgateway Pl,Detroit,MI,48242,581208,Restaurants
Leong's Chinese Carry Out,13330 Gratiot Ave,Detroit,MI,48205,581208,Restaurants
Linns Fish & Chicken,12863 Livernois Ave,Detroit,MI,48238,581208,Restaurants
Little Caesars Pizza,10200 W 7 Mile Rd,Detroit,MI,48221,581222,Pizza
Little Caesars Pizza,12039 Gratiot Ave,Detroit,MI,48205,581222,Pizza
Little Caesars Pizza,12555 Grand River Ave # 350,Detroit,MI,48204,581222,Pizza
Little Caesars Pizza,12712 Fenkell St,Detroit,MI,48227,581222,Pizza
Little Caesars Pizza,14313 Greenfield Rd,Detroit,MI,48227,581222,Pizza
Little Caesars Pizza,14351 Harper Ave,Detroit,MI,48213,581222,Pizza
Little Caesars Pizza,14867 Gratiot Ave,Detroit,MI,48205,581222,Pizza
Little Caesars Pizza,17200 Livernois Ave,Detroit,MI,48221,581222,Pizza
Little Caesars Pizza,18310 W Chicago St,Detroit,MI,48228,581222,Pizza
Little Caesars Pizza,19116 Grand River Ave,Detroit,MI,48223,581222,Pizza
Little Caesars Pizza,19190 Kelly Rd,Detroit,MI,48224,581222,Pizza
Little Caesars Pizza,19400 W 7 Mile Rd,Detroit,MI,48219,581222,Pizza
Little Caesars Pizza,19615 Plymouth Rd,Detroit,MI,48228,581222,Pizza
Little Caesars Pizza,2024 E 8 Mile Rd,Detroit,MI,48234,581222,Pizza
Little Caesars Pizza,2211 Woodward Ave,Detroit,MI,48201,581222,Pizza
Little Caesars Pizza,2918 W Davison,Detroit,MI,48238,581222,Pizza
Little Caesars Pizza,4635 W Vernor Hwy,Detroit,MI,48209,581222,Pizza
Little Caesars Pizza,500 Mount Elliott St # 400,Detroit,MI,48207,581222,Pizza
Little Caesars Pizza,530 E Warren Ave,Detroit,MI,48201,581222,Pizza
Little Caesars Pizza,7447 Gratiot Ave,Detroit,MI,48213,581222,Pizza
Little Caesars Pizza,7633 Michigan Ave,Detroit,MI,48210,581222,Pizza
Little Italy Pizzeria Carry,16800 E 8 Mile Rd,Detroit,MI,48205,581222,Pizza
Long John Silver's,11288 Gratiot Ave,Detroit,MI,48213,581208,Restaurants
Louisiana Creole Gumbo,2051 Gratiot Ave,Detroit,MI,48207,581208,Restaurants
M George's Coney Island,7690 E 7 Mile Rd,Detroit,MI,48234,581208,Restaurants
Mary Le Carry Out,14901 E 7 Mile Rd,Detroit,MI,48205,581206,Foods-Carry Out
Mc Donald's,1 Detroit Metro Airport,Detroit,MI,48242,581208,Restaurants
Mc Donald's,100 Renaissance Ctr,Detroit,MI,48243,581208,Restaurants
Mc Donald's,1000 Mack Ave,Detroit,MI,48207,581208,Restaurants
Mc Donald's,10400 Gratiot Ave,Detroit,MI,48213,581208,Restaurants
Mc Donald's,1101 Springwells St,Detroit,MI,48209,581208,Restaurants
Mc Donald's,1321 W 8 Mile Rd,Detroit,MI,48203,581208,Restaurants
Mc Donald's,13500 Linwood St,Detroit,MI,48238,581208,Restaurants
Mc Donald's,13676 Grand River Ave,Detroit,MI,48227,581208,Restaurants
Mc Donald's,14204 W 7 Mile Rd,Detroit,MI,48235,581208,Restaurants
Mc Donald's,14271 Gratiot Ave,Detroit,MI,48205,581208,Restaurants
Mc Donald's,15321 Wyoming St,Detroit,MI,48238,581208,Restaurants
Mc Donald's,15501 Plymouth Rd,Detroit,MI,48227,581208,Restaurants
Mc Donald's,15550 W Mcnichols Rd,Detroit,MI,48235,581208,Restaurants
Mc Donald's,17121 Livernois Ave,Detroit,MI,48221,581208,Restaurants
Mc Donald's,18137 Joy Rd,Detroit,MI,48228,581208,Restaurants
Mc Donald's,18201 Mack Ave,Detroit,MI,48236,581208,Restaurants
Mc Donald's,18403 Grand River Ave,Detroit,MI,48223,581208,Restaurants
Mc Donald's,19840 Van Dyke St,Detroit,MI,48234,581208,Restaurants
Mc Donald's,20405 Conant St,Detroit,MI,48234,581208,Restaurants
Mc Donald's,21640 Grand River Ave,Detroit,MI,48219,581208,Restaurants
Mc Donald's,22021 W 8 Mile Rd,Detroit,MI,48219,581208,Restaurants
Mc Donald's,2889 W Grand Blvd,Detroit,MI,48202,581208,Restaurants
