CompanyName,Address,City,State,ZIPCode,PrimarySICCode,PrimarySICDescription,Latitude,Longitude
Smokie's BBQ & Catering,10230 W 7 Mile Rd,Detroit,MI,48221,581208,Restaurants,42.43141725,-83.16346263
Sonny's Hamburgers,20001 Schoolcraft,Detroit,MI,48223,581208,Restaurants,42.3859572,-83.2371666
SUBWAY,1001 W Fort St,Detroit,MI,48226,581208,Restaurants,42.32665591,-83.05658267
SUBWAY,10601 E Outer Dr,Detroit,MI,48224,581208,Restaurants,42.4057935,-82.9598121
SUBWAY,1113 W Warren Ave,Detroit,MI,48201,581208,Restaurants,42.35347399,-83.07401276
SUBWAY,11435 Kelly Rd,Detroit,MI,48224,581208,Restaurants,42.41978642,-82.96434857
SUBWAY,13222 E Jefferson Ave,Detroit,MI,48215,581208,Restaurants,42.37076425,-82.95016651
SUBWAY,1335 W 8 Mile Rd # 1,Detroit,MI,48203,581208,Restaurants,42.42165862,-83.10229811
SUBWAY,13541 W 8 Mile Rd # 306,Detroit,MI,48235,581208,Restaurants,42.44513086,-83.17936854
SUBWAY,13603 W Chicago St,Detroit,MI,48228,581208,Restaurants,42.36570232,-83.17775163
SUBWAY,1401 Beaubien St,Detroit,MI,48226,581208,Restaurants,42.3362709,-83.0438645
SUBWAY,14363 Livernois Ave,Detroit,MI,48238,581208,Restaurants,42.39346464,-83.13994307
SUBWAY,14820 E Jefferson Ave,Detroit,MI,48215,581208,Restaurants,42.3743769,-82.9396862
SUBWAY,15378 Wyoming St,Detroit,MI,48238,581208,Restaurants,42.4036907,-83.1594122
SUBWAY,15439 Schoolcraft St,Detroit,MI,48227,581208,Restaurants,42.38698523,-83.19735892
SUBWAY,17111 Harper Ave,Detroit,MI,48224,581208,Restaurants,42.41655064,-82.93659272
SUBWAY,1715 Michigan Ave,Detroit,MI,48216,581208,Restaurants,42.3311224,-83.069809
SUBWAY,17720 W Warren Ave,Detroit,MI,48228,581208,Restaurants,42.3436469,-83.2153029
SUBWAY,17776 Grand River Ave,Detroit,MI,48227,581208,Restaurants,42.40003645,-83.21640968
SUBWAY,18021 Conant St,Detroit,MI,48234,581208,Restaurants,42.4260708,-83.0692181
SUBWAY,18288 Grand River Ave,Detroit,MI,48223,581208,Restaurants,42.40161304,-83.22031968
SUBWAY,18334 Joy Rd,Detroit,MI,48228,581208,Restaurants,42.3580896,-83.2196204
SUBWAY,18743 Mack Ave,Detroit,MI,48236,581208,Restaurants,42.41491,-82.9117826
SUBWAY,19030 Van Dyke St,Detroit,MI,48234,581208,Restaurants,42.4337677,-83.0237454
SUBWAY,19100 James Couzens Fwy,Detroit,MI,48235,581208,Restaurants,42.43091766,-83.18658066
SUBWAY,19615 Plymouth Rd,Detroit,MI,48228,581208,Restaurants,42.3716004,-83.2341224
SUBWAY,200 Renaissance Ctr # A-1018,Detroit,MI,48243,581208,Restaurants,42.32961774,-83.04071937
SUBWAY,20170 W 7 Mile Rd,Detroit,MI,48219,581208,Restaurants,42.42962233,-83.24050118
SUBWAY,20710 Harper Ave,Detroit,MI,48225,581208,Restaurants,42.44698387,-82.91614736
SUBWAY,2101 Conner St,Detroit,MI,48215,581208,Restaurants,42.37366328,-82.961404
SUBWAY,220 W Congress St,Detroit,MI,48226,581208,Restaurants,42.329257,-83.0486948
SUBWAY,2240 E 8 Mile Rd,Detroit,MI,48234,581208,Restaurants,42.44698231,-83.07959062
SUBWAY,2799 W Grand Blvd,Detroit,MI,48202,581208,Restaurants,42.3676087,-83.0847038
SUBWAY,28 W Adams Ave # 2,Detroit,MI,48226,581208,Restaurants,42.3368973,-83.0517506
SUBWAY,3044 W Grand Blvd # C254,Detroit,MI,48202,581208,Restaurants,42.3686859,-83.0753819
SUBWAY,335 S Schaefer Hwy,Detroit,MI,48217,581208,Restaurants,42.2886848,-83.1658371
SUBWAY,3424 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants,42.34188813,-83.0139422
SUBWAY,3901 Beaubien St,Detroit,MI,48201,581208,Restaurants,42.351864,-83.0544065
SUBWAY,4 E Alexandrine St # 1,Detroit,MI,48201,581208,Restaurants,42.3505162,-83.058517
SUBWAY,4001 W Mcnichols Rd,Detroit,MI,48221,581208,Restaurants,42.4148428,-83.137892
SUBWAY,4201 Saint Antoine St # 2a1,Detroit,MI,48201,581208,Restaurants,42.35406057,-83.0535984
SUBWAY,4276 W Fort St,Detroit,MI,48209,581208,Restaurants,42.31289208,-83.08904001
SUBWAY,4930 Livernois Ave,Detroit,MI,48210,581208,Restaurants,42.33610976,-83.1238628
SUBWAY,500 E Warren Ave,Detroit,MI,48201,581208,Restaurants,42.35858416,-83.05979378
SUBWAY,5996 Woodward Ave,Detroit,MI,48202,581208,Restaurants,42.3650754,-83.0692658
SUBWAY,6166 W Vernor Hwy,Detroit,MI,48209,581208,Restaurants,42.3159674,-83.1082251
SUBWAY,655 W Kirby St,Detroit,MI,48202,581208,Restaurants,42.36349928,-83.0572431
SUBWAY,660 Woodward Ave # 11,Detroit,MI,48226,581208,Restaurants,42.330982,-83.0453888
SUBWAY,6781 Greenfield Rd,Detroit,MI,48228,581208,Restaurants,42.34061575,-83.19625618
SUBWAY,7300 Michigan Ave,Detroit,MI,48210,581208,Restaurants,42.3313708,-83.1338375
SUBWAY,7431 W Vernor Hwy # 2,Detroit,MI,48209,581208,Restaurants,42.3131129,-83.1224366
SUBWAY,7950 W Outer Dr,Detroit,MI,48235,581208,Restaurants,42.41942427,-83.21570951
SUBWAY,8200 W Outer Dr,Detroit,MI,48219,581208,Restaurants,42.4209594,-83.2215919
SUBWAY,8930 W Mcnichols Rd,Detroit,MI,48221,581208,Restaurants,42.4171657,-83.1598443
SUBWAY,9320 Woodward Ave,Detroit,MI,48202,581208,Restaurants,42.38366129,-83.08219814
SUBWAY,9600 Livernois Ave,Detroit,MI,48204,581208,Restaurants,42.3679942,-83.1382213
SUBWAY,9655 Gratiot Ave,Detroit,MI,48213,581208,Restaurants,42.39244698,-83.00579105
Taco Bell,14000 Livernois Ave,Detroit,MI,48238,581208,Restaurants,42.39152953,-83.13967613
Taco Bell,15624 W Mcnichols Rd,Detroit,MI,48235,581208,Restaurants,42.4163248,-83.2011311
